baseline,model,track,protocol,num_tasks,pass_at_1,pass_at_1_ci95,pass_at_3,pass_at_3_ci95,molecule_acceptance_rate,hard_violation_rate,hard_violation_rate_ci95,abstention_utility,abstention_utility_ci95,avg_steps_to_accept,avg_verify_calls_used,l3_avg_verify_calls_used,l3_avg_verify_calls_used_expected_accept,verify_usage_rate_on_L3,avg_final_edit_cost_brics,invariance_failure_rate,boundary_precision_failure_rate,resume_success_rate,avg_extra_steps_after_interrupt,brier_score,ece
corpus_retrieval_upper_bound,corpus_search,retrieval_upper_bound,mixed,266,1.0,"1.000 [1.000, 1.000]",,,0.868421052631579,0.13157894736842105,"0.132 [0.094, 0.173]",-555.0,"-555.000 [-683.000, -442.000]",1,0,0,0,0.0,2.0210526315789474,0.0,0.0,1.0,0.0,0.11460526315789527,0.01842105263158278
