baseline,model,track,protocol,num_tasks,pass_at_1,pass_at_1_ci95,pass_at_3,pass_at_3_ci95,accept_rate,hard_violation_rate,hard_violation_rate_ci95,abstention_utility,abstention_utility_ci95,avg_steps_to_accept,avg_verify_calls_used,l3_avg_verify_calls_used,l3_avg_verify_calls_used_expected_accept,verify_usage_rate_on_L3,avg_final_edit_cost_brics,invariance_failure_rate,boundary_precision_failure_rate,resume_success_rate,avg_extra_steps_after_interrupt,brier_score,ece
corpus_search,corpus_search,retrieval,mixed,308,0.7589928057553957,"0.759 [0.709, 0.809]",0.7589928057553957,"0.759 [0.713, 0.807]",0.7824675324675324,0.21753246753246752,"0.218 [0.169, 0.263]",-434.0,"-434.000 [-538.000, -340.000]",1,0,0,0,0.0,3.0595238095238093,0.0,0.11764705882352941,0.9333333333333333,0.13333333333333333,0.17477272727272736,0.06753246753246411
